NAME,DATA,DEVICE,PUBLISHED AT
temperatureF,69.8666,sanaz,"April 29, 2021 at 12:42AM"
temperatureF,71.945602,sanaz,"April 29, 2021 at 12:43AM"
temperatureF,72.658401,sanaz,"April 29, 2021 at 12:44AM"
temperatureF,72.004997,sanaz,"April 29, 2021 at 12:45AM"
temperatureF,71.054596,sanaz,"April 29, 2021 at 12:46AM"
temperatureF,68.797401,sanaz,"April 29, 2021 at 12:47AM"
temperatureF,68.737999,sanaz,"April 29, 2021 at 12:48AM"
temperatureF,70.341805,sanaz,"April 29, 2021 at 12:49AM"
temperatureF,73.311798,sanaz,"April 29, 2021 at 12:50AM"
temperatureF,70.401199,sanaz,"April 29, 2021 at 12:51AM"
temperatureF,71.292198,sanaz,"April 29, 2021 at 12:52AM"
temperatureF,69.926003,sanaz,"April 29, 2021 at 12:53AM"
temperatureF,71.8862,sanaz,"April 29, 2021 at 12:54AM"
temperatureF,71.292198,sanaz,"April 29, 2021 at 12:55AM"
temperatureF,70.104195,sanaz,"April 29, 2021 at 12:56AM"
temperatureF,69.8666,sanaz,"April 29, 2021 at 12:57AM"
temperatureF,68.084595,sanaz,"April 29, 2021 at 12:58AM"
temperatureF,67.787598,sanaz,"April 29, 2021 at 12:59AM"
temperatureF,70.401199,sanaz,"April 29, 2021 at 01:00AM"
temperatureF,73.7276,sanaz,"April 29, 2021 at 01:01AM"
temperatureF,72.004997,sanaz,"April 29, 2021 at 01:02AM"
temperatureF,70.935799,sanaz,"April 29, 2021 at 01:03AM"
temperatureF,73.311798,sanaz,"April 29, 2021 at 01:04AM"
temperatureF,71.945602,sanaz,"April 29, 2021 at 01:05AM"
temperatureF,69.8666,sanaz,"April 29, 2021 at 01:06AM"
temperatureF,67.371803,sanaz,"April 29, 2021 at 01:07AM"
temperatureF,70.519997,sanaz,"April 29, 2021 at 01:08AM"
temperatureF,71.708,sanaz,"April 29, 2021 at 01:09AM"
temperatureF,71.411003,sanaz,"April 29, 2021 at 01:10AM"
temperatureF,71.589203,sanaz,"April 29, 2021 at 01:11AM"
temperatureF,69.926003,sanaz,"April 29, 2021 at 01:12AM"
temperatureF,68.500397,sanaz,"April 29, 2021 at 01:13AM"
temperatureF,72.539597,sanaz,"April 29, 2021 at 01:14AM"
temperatureF,72.242599,sanaz,"April 29, 2021 at 01:15AM"
temperatureF,71.945602,sanaz,"April 29, 2021 at 01:16AM"
temperatureF,71.054596,sanaz,"April 29, 2021 at 01:17AM"
temperatureF,71.232803,sanaz,"April 29, 2021 at 01:18AM"
temperatureF,70.817001,sanaz,"April 29, 2021 at 01:19AM"
temperatureF,67.906403,sanaz,"April 29, 2021 at 01:20AM"
temperatureF,70.995201,sanaz,"April 29, 2021 at 01:21AM"
temperatureF,73.430603,sanaz,"April 29, 2021 at 01:22AM"
temperatureF,73.133598,sanaz,"April 29, 2021 at 01:23AM"
temperatureF,75.569,sanaz,"April 29, 2021 at 01:24AM"
temperatureF,69.272598,sanaz,"April 29, 2021 at 01:25AM"
temperatureF,75.628403,sanaz,"April 29, 2021 at 01:26AM"
temperatureF,68.143997,sanaz,"April 29, 2021 at 01:27AM"
temperatureF,71.589203,sanaz,"April 29, 2021 at 01:28AM"
temperatureF,71.8862,sanaz,"April 29, 2021 at 01:29AM"
temperatureF,69.213196,sanaz,"April 29, 2021 at 01:30AM"
temperatureF,71.945602,sanaz,"April 29, 2021 at 01:31AM"
temperatureF,75.212601,sanaz,"April 29, 2021 at 01:32AM"
temperatureF,70.0448,sanaz,"April 29, 2021 at 01:33AM"
temperatureF,72.183197,sanaz,"April 29, 2021 at 01:34AM"
temperatureF,71.826805,sanaz,"April 29, 2021 at 01:35AM"
temperatureF,73.133598,sanaz,"April 29, 2021 at 01:36AM"
temperatureF,69.985397,sanaz,"April 29, 2021 at 01:37AM"
temperatureF,72.123802,sanaz,"April 29, 2021 at 01:38AM"
temperatureF,69.985397,sanaz,"April 29, 2021 at 01:39AM"
temperatureF,72.895996,sanaz,"April 29, 2021 at 01:40AM"
temperatureF,72.598999,sanaz,"April 29, 2021 at 01:41AM"
temperatureF,69.213196,sanaz,"April 29, 2021 at 01:42AM"
temperatureF,69.985397,sanaz,"April 29, 2021 at 01:43AM"
temperatureF,68.678596,sanaz,"April 29, 2021 at 01:44AM"
temperatureF,72.598999,sanaz,"April 29, 2021 at 01:45AM"
temperatureF,69.926003,sanaz,"April 29, 2021 at 01:46AM"
temperatureF,69.985397,sanaz,"April 29, 2021 at 01:47AM"
temperatureF,70.104195,sanaz,"April 29, 2021 at 01:48AM"
temperatureF,72.836601,sanaz,"April 29, 2021 at 01:49AM"
temperatureF,69.510201,sanaz,"April 29, 2021 at 01:50AM"
temperatureF,67.074799,sanaz,"April 29, 2021 at 01:51AM"
temperatureF,72.717804,sanaz,"April 29, 2021 at 01:52AM"
temperatureF,72.598999,sanaz,"April 29, 2021 at 01:53AM"
temperatureF,70.0448,sanaz,"April 29, 2021 at 01:54AM"
temperatureF,72.480194,sanaz,"April 29, 2021 at 01:55AM"
temperatureF,69.8666,sanaz,"April 29, 2021 at 01:56AM"
temperatureF,72.717804,sanaz,"April 29, 2021 at 01:57AM"
temperatureF,72.658401,sanaz,"April 29, 2021 at 01:58AM"
temperatureF,72.480194,sanaz,"April 29, 2021 at 01:59AM"
temperatureF,75.628403,sanaz,"April 29, 2021 at 02:00AM"
temperatureF,72.361404,sanaz,"April 29, 2021 at 02:01AM"
temperatureF,72.539597,sanaz,"April 29, 2021 at 02:02AM"
temperatureF,71.945602,sanaz,"April 29, 2021 at 02:03AM"
temperatureF,75.212601,sanaz,"April 29, 2021 at 02:04AM"
temperatureF,69.8666,sanaz,"April 29, 2021 at 02:05AM"
temperatureF,70.995201,sanaz,"April 29, 2021 at 02:06AM"
temperatureF,69.510201,sanaz,"April 29, 2021 at 02:07AM"
temperatureF,71.351601,sanaz,"April 29, 2021 at 02:08AM"
temperatureF,69.569603,sanaz,"April 29, 2021 at 02:09AM"
temperatureF,69.569603,sanaz,"April 29, 2021 at 02:10AM"
temperatureF,75.3908,sanaz,"April 29, 2021 at 02:11AM"
temperatureF,70.341805,sanaz,"April 29, 2021 at 02:12AM"
temperatureF,71.767403,sanaz,"April 29, 2021 at 02:13AM"
temperatureF,69.985397,sanaz,"April 29, 2021 at 02:14AM"
temperatureF,72.361404,sanaz,"April 29, 2021 at 02:15AM"
temperatureF,72.242599,sanaz,"April 29, 2021 at 02:16AM"
temperatureF,72.717804,sanaz,"April 29, 2021 at 02:17AM"
temperatureF,69.510201,sanaz,"April 29, 2021 at 02:18AM"
temperatureF,72.183197,sanaz,"April 29, 2021 at 02:19AM"
temperatureF,68.797401,sanaz,"April 29, 2021 at 02:20AM"
temperatureF,70.163597,sanaz,"April 29, 2021 at 02:21AM"
temperatureF,69.926003,sanaz,"April 29, 2021 at 02:22AM"
temperatureF,73.846405,sanaz,"April 29, 2021 at 02:23AM"
temperatureF,73.133598,sanaz,"April 29, 2021 at 02:24AM"
temperatureF,71.292198,sanaz,"April 29, 2021 at 02:25AM"
temperatureF,71.351601,sanaz,"April 29, 2021 at 02:26AM"
temperatureF,73.252403,sanaz,"April 29, 2021 at 02:27AM"
temperatureF,75.212601,sanaz,"April 29, 2021 at 02:28AM"
temperatureF,75.3908,sanaz,"April 29, 2021 at 02:29AM"
temperatureF,69.926003,sanaz,"April 29, 2021 at 02:30AM"
temperatureF,70.0448,sanaz,"April 29, 2021 at 02:31AM"
temperatureF,72.242599,sanaz,"April 29, 2021 at 02:32AM"
temperatureF,73.371201,sanaz,"April 29, 2021 at 02:33AM"
temperatureF,69.272598,sanaz,"April 29, 2021 at 02:34AM"
temperatureF,72.302002,sanaz,"April 29, 2021 at 02:35AM"
temperatureF,74.915596,sanaz,"April 29, 2021 at 02:36AM"
temperatureF,74.618599,sanaz,"April 29, 2021 at 02:37AM"
temperatureF,70.163597,sanaz,"April 29, 2021 at 02:38AM"
temperatureF,70.282402,sanaz,"April 29, 2021 at 02:39AM"
temperatureF,71.292198,sanaz,"April 29, 2021 at 02:40AM"
temperatureF,72.539597,sanaz,"April 29, 2021 at 02:41AM"
temperatureF,72.123802,sanaz,"April 29, 2021 at 02:42AM"
temperatureF,74.084,sanaz,"April 29, 2021 at 02:43AM"
temperatureF,73.252403,sanaz,"April 29, 2021 at 02:44AM"
temperatureF,74.143402,sanaz,"April 29, 2021 at 02:45AM"
temperatureF,73.489998,sanaz,"April 29, 2021 at 02:46AM"
temperatureF,73.7276,sanaz,"April 29, 2021 at 02:47AM"
temperatureF,70.876396,sanaz,"April 29, 2021 at 02:48AM"
temperatureF,69.510201,sanaz,"April 29, 2021 at 02:49AM"
temperatureF,72.183197,sanaz,"April 29, 2021 at 02:50AM"
temperatureF,69.926003,sanaz,"April 29, 2021 at 02:51AM"
temperatureF,72.658401,sanaz,"April 29, 2021 at 02:52AM"
temperatureF,69.985397,sanaz,"April 29, 2021 at 02:53AM"
temperatureF,71.173401,sanaz,"April 29, 2021 at 02:54AM"
temperatureF,73.252403,sanaz,"April 29, 2021 at 02:55AM"
temperatureF,70.519997,sanaz,"April 29, 2021 at 02:56AM"
temperatureF,70.519997,sanaz,"April 29, 2021 at 02:57AM"
temperatureF,71.232803,sanaz,"April 29, 2021 at 02:58AM"
temperatureF,73.371201,sanaz,"April 29, 2021 at 02:59AM"
temperatureF,73.787003,sanaz,"April 29, 2021 at 03:00AM"
temperatureF,71.589203,sanaz,"April 29, 2021 at 03:01AM"
temperatureF,69.926003,sanaz,"April 29, 2021 at 03:02AM"
temperatureF,69.926003,sanaz,"April 29, 2021 at 03:03AM"
temperatureF,72.836601,sanaz,"April 29, 2021 at 03:04AM"
temperatureF,73.193001,sanaz,"April 29, 2021 at 03:05AM"
temperatureF,72.420799,sanaz,"April 29, 2021 at 03:06AM"
temperatureF,69.985397,sanaz,"April 29, 2021 at 03:07AM"
temperatureF,73.014801,sanaz,"April 29, 2021 at 03:08AM"
temperatureF,70.104195,sanaz,"April 29, 2021 at 03:09AM"
temperatureF,76.400597,sanaz,"April 29, 2021 at 03:10AM"
temperatureF,75.331398,sanaz,"April 29, 2021 at 03:11AM"
temperatureF,75.3908,sanaz,"April 29, 2021 at 03:12AM"
temperatureF,75.093803,sanaz,"April 29, 2021 at 03:13AM"
temperatureF,75.7472,sanaz,"April 29, 2021 at 03:14AM"
temperatureF,75.806602,sanaz,"April 29, 2021 at 03:15AM"
temperatureF,75.212601,sanaz,"April 29, 2021 at 03:16AM"
temperatureF,75.331398,sanaz,"April 29, 2021 at 03:17AM"
temperatureF,74.856194,sanaz,"April 29, 2021 at 03:18AM"
temperatureF,75.628403,sanaz,"April 29, 2021 at 03:19AM"
temperatureF,75.687805,sanaz,"April 29, 2021 at 03:20AM"
temperatureF,75.034401,sanaz,"April 29, 2021 at 03:21AM"
temperatureF,75.450203,sanaz,"April 29, 2021 at 03:22AM"
temperatureF,75.272003,sanaz,"April 29, 2021 at 03:23AM"
temperatureF,75.7472,sanaz,"April 29, 2021 at 03:24AM"
temperatureF,75.450203,sanaz,"April 29, 2021 at 03:25AM"
temperatureF,75.3908,sanaz,"April 29, 2021 at 03:26AM"
temperatureF,75.3908,sanaz,"April 29, 2021 at 03:27AM"
temperatureF,75.7472,sanaz,"April 29, 2021 at 03:28AM"
temperatureF,75.212601,sanaz,"April 29, 2021 at 03:29AM"
temperatureF,75.450203,sanaz,"April 29, 2021 at 03:30AM"
temperatureF,75.7472,sanaz,"April 29, 2021 at 03:31AM"
temperatureF,75.212601,sanaz,"April 29, 2021 at 03:32AM"
temperatureF,75.153198,sanaz,"April 29, 2021 at 03:33AM"
temperatureF,74.678001,sanaz,"April 29, 2021 at 03:34AM"
temperatureF,73.668198,sanaz,"April 29, 2021 at 03:35AM"
temperatureF,75.509598,sanaz,"April 29, 2021 at 03:36AM"
temperatureF,73.074196,sanaz,"April 29, 2021 at 03:37AM"
temperatureF,70.163597,sanaz,"April 29, 2021 at 03:38AM"
temperatureF,73.371201,sanaz,"April 29, 2021 at 03:39AM"
temperatureF,72.0644,sanaz,"April 29, 2021 at 03:40AM"
temperatureF,70.460594,sanaz,"April 29, 2021 at 03:41AM"
temperatureF,72.658401,sanaz,"April 29, 2021 at 03:42AM"
temperatureF,69.153801,sanaz,"April 29, 2021 at 03:43AM"
temperatureF,68.856804,sanaz,"April 29, 2021 at 03:44AM"
temperatureF,71.8862,sanaz,"April 29, 2021 at 03:45AM"
temperatureF,69.035004,sanaz,"April 29, 2021 at 03:46AM"
temperatureF,69.213196,sanaz,"April 29, 2021 at 03:47AM"
temperatureF,68.262802,sanaz,"April 29, 2021 at 03:48AM"
temperatureF,73.074196,sanaz,"April 29, 2021 at 03:49AM"
temperatureF,70.341805,sanaz,"April 29, 2021 at 03:50AM"
temperatureF,72.598999,sanaz,"April 29, 2021 at 03:51AM"
temperatureF,72.004997,sanaz,"April 29, 2021 at 03:52AM"
temperatureF,74.678001,sanaz,"April 29, 2021 at 03:53AM"
temperatureF,74.084,sanaz,"April 29, 2021 at 03:54AM"
temperatureF,69.272598,sanaz,"April 29, 2021 at 03:55AM"
temperatureF,72.777199,sanaz,"April 29, 2021 at 03:56AM"
temperatureF,69.926003,sanaz,"April 29, 2021 at 03:57AM"
temperatureF,70.104195,sanaz,"April 29, 2021 at 03:58AM"
temperatureF,73.193001,sanaz,"April 29, 2021 at 03:59AM"
temperatureF,69.926003,sanaz,"April 29, 2021 at 04:00AM"
temperatureF,70.935799,sanaz,"April 29, 2021 at 04:01AM"
temperatureF,70.104195,sanaz,"April 29, 2021 at 04:02AM"
temperatureF,70.0448,sanaz,"April 29, 2021 at 04:03AM"
temperatureF,73.430603,sanaz,"April 29, 2021 at 04:04AM"
temperatureF,72.123802,sanaz,"April 29, 2021 at 04:05AM"
temperatureF,70.460594,sanaz,"April 29, 2021 at 04:06AM"
temperatureF,71.470406,sanaz,"April 29, 2021 at 04:07AM"
temperatureF,72.836601,sanaz,"April 29, 2021 at 04:08AM"
temperatureF,72.658401,sanaz,"April 29, 2021 at 04:09AM"
temperatureF,72.895996,sanaz,"April 29, 2021 at 04:10AM"
temperatureF,72.836601,sanaz,"April 29, 2021 at 04:11AM"
temperatureF,73.193001,sanaz,"April 29, 2021 at 04:12AM"
temperatureF,70.876396,sanaz,"April 29, 2021 at 04:13AM"
temperatureF,72.598999,sanaz,"April 29, 2021 at 04:14AM"
temperatureF,69.8666,sanaz,"April 29, 2021 at 04:15AM"
temperatureF,72.183197,sanaz,"April 29, 2021 at 04:16AM"
temperatureF,69.985397,sanaz,"April 29, 2021 at 04:17AM"
temperatureF,72.717804,sanaz,"April 29, 2021 at 04:18AM"
temperatureF,69.450806,sanaz,"April 29, 2021 at 04:19AM"
temperatureF,71.708,sanaz,"April 29, 2021 at 04:20AM"
temperatureF,70.579399,sanaz,"April 29, 2021 at 04:21AM"
temperatureF,72.598999,sanaz,"April 29, 2021 at 04:22AM"
temperatureF,68.916199,sanaz,"April 29, 2021 at 04:23AM"
temperatureF,69.569603,sanaz,"April 29, 2021 at 04:24AM"
temperatureF,73.5494,sanaz,"April 29, 2021 at 04:25AM"
temperatureF,71.826805,sanaz,"April 29, 2021 at 04:26AM"
temperatureF,70.0448,sanaz,"April 29, 2021 at 04:27AM"
temperatureF,69.391403,sanaz,"April 29, 2021 at 04:28AM"
temperatureF,74.024597,sanaz,"April 29, 2021 at 04:29AM"
temperatureF,69.272598,sanaz,"April 29, 2021 at 04:30AM"
temperatureF,74.440399,sanaz,"April 29, 2021 at 04:31AM"
temperatureF,69.510201,sanaz,"April 29, 2021 at 04:32AM"
temperatureF,71.648598,sanaz,"April 29, 2021 at 04:33AM"
temperatureF,70.0448,sanaz,"April 29, 2021 at 04:34AM"
temperatureF,69.985397,sanaz,"April 29, 2021 at 04:35AM"
temperatureF,73.9058,sanaz,"April 29, 2021 at 04:36AM"
temperatureF,73.133598,sanaz,"April 29, 2021 at 04:37AM"
temperatureF,70.757599,sanaz,"April 29, 2021 at 04:38AM"
temperatureF,72.717804,sanaz,"April 29, 2021 at 04:39AM"
temperatureF,72.717804,sanaz,"April 29, 2021 at 04:40AM"
temperatureF,74.024597,sanaz,"April 29, 2021 at 04:41AM"
temperatureF,69.569603,sanaz,"April 29, 2021 at 04:42AM"
temperatureF,73.014801,sanaz,"April 29, 2021 at 04:43AM"
temperatureF,69.450806,sanaz,"April 29, 2021 at 04:44AM"
temperatureF,71.173401,sanaz,"April 29, 2021 at 04:45AM"
temperatureF,72.717804,sanaz,"April 29, 2021 at 04:46AM"
temperatureF,73.9058,sanaz,"April 29, 2021 at 04:47AM"
temperatureF,73.133598,sanaz,"April 29, 2021 at 04:48AM"
temperatureF,73.846405,sanaz,"April 29, 2021 at 04:49AM"
temperatureF,73.668198,sanaz,"April 29, 2021 at 04:50AM"
temperatureF,72.658401,sanaz,"April 29, 2021 at 04:51AM"
temperatureF,74.321602,sanaz,"April 29, 2021 at 04:52AM"
temperatureF,69.747803,sanaz,"April 29, 2021 at 04:53AM"
temperatureF,72.183197,sanaz,"April 29, 2021 at 04:54AM"
temperatureF,72.480194,sanaz,"April 29, 2021 at 04:55AM"
temperatureF,73.074196,sanaz,"April 29, 2021 at 04:56AM"
temperatureF,74.202805,sanaz,"April 29, 2021 at 04:57AM"
temperatureF,69.985397,sanaz,"April 29, 2021 at 04:58AM"
temperatureF,72.361404,sanaz,"April 29, 2021 at 04:59AM"
temperatureF,72.955399,sanaz,"April 29, 2021 at 05:00AM"
temperatureF,72.420799,sanaz,"April 29, 2021 at 05:01AM"
temperatureF,72.895996,sanaz,"April 29, 2021 at 05:02AM"
temperatureF,72.598999,sanaz,"April 29, 2021 at 05:03AM"
temperatureF,68.559799,sanaz,"April 29, 2021 at 05:04AM"
temperatureF,71.351601,sanaz,"April 29, 2021 at 05:05AM"
temperatureF,69.391403,sanaz,"April 29, 2021 at 05:06AM"
temperatureF,68.322197,sanaz,"April 29, 2021 at 05:07AM"
temperatureF,72.183197,sanaz,"April 29, 2021 at 05:08AM"
temperatureF,74.143402,sanaz,"April 29, 2021 at 05:09AM"
temperatureF,69.6884,sanaz,"April 29, 2021 at 05:10AM"
temperatureF,72.480194,sanaz,"April 29, 2021 at 05:11AM"
temperatureF,72.895996,sanaz,"April 29, 2021 at 05:12AM"
temperatureF,73.074196,sanaz,"April 29, 2021 at 05:13AM"
temperatureF,69.8666,sanaz,"April 29, 2021 at 05:14AM"
temperatureF,74.143402,sanaz,"April 29, 2021 at 05:15AM"
temperatureF,74.440399,sanaz,"April 29, 2021 at 05:16AM"
temperatureF,69.8666,sanaz,"April 29, 2021 at 05:17AM"
temperatureF,74.262199,sanaz,"April 29, 2021 at 05:18AM"
temperatureF,72.123802,sanaz,"April 29, 2021 at 05:19AM"
temperatureF,74.796799,sanaz,"April 29, 2021 at 05:20AM"
temperatureF,72.658401,sanaz,"April 29, 2021 at 05:21AM"
temperatureF,72.004997,sanaz,"April 29, 2021 at 05:22AM"
temperatureF,69.569603,sanaz,"April 29, 2021 at 05:23AM"
temperatureF,70.995201,sanaz,"April 29, 2021 at 05:24AM"
temperatureF,73.430603,sanaz,"April 29, 2021 at 05:25AM"
temperatureF,72.123802,sanaz,"April 29, 2021 at 05:26AM"
temperatureF,74.380997,sanaz,"April 29, 2021 at 05:27AM"
temperatureF,72.361404,sanaz,"April 29, 2021 at 05:28AM"
temperatureF,69.272598,sanaz,"April 29, 2021 at 05:29AM"
temperatureF,69.391403,sanaz,"April 29, 2021 at 05:30AM"
temperatureF,69.094398,sanaz,"April 29, 2021 at 05:31AM"
temperatureF,70.163597,sanaz,"April 29, 2021 at 05:32AM"
temperatureF,69.8666,sanaz,"April 29, 2021 at 05:33AM"
temperatureF,73.371201,sanaz,"April 29, 2021 at 05:34AM"
temperatureF,72.895996,sanaz,"April 29, 2021 at 05:35AM"
temperatureF,74.380997,sanaz,"April 29, 2021 at 05:36AM"
temperatureF,70.638802,sanaz,"April 29, 2021 at 05:37AM"
temperatureF,69.450806,sanaz,"April 29, 2021 at 05:38AM"
temperatureF,72.836601,sanaz,"April 29, 2021 at 05:39AM"
temperatureF,73.074196,sanaz,"April 29, 2021 at 05:40AM"
temperatureF,72.539597,sanaz,"April 29, 2021 at 05:41AM"
temperatureF,73.074196,sanaz,"April 29, 2021 at 05:42AM"
temperatureF,72.183197,sanaz,"April 29, 2021 at 05:43AM"
temperatureF,73.014801,sanaz,"April 29, 2021 at 05:44AM"
temperatureF,74.380997,sanaz,"April 29, 2021 at 05:45AM"
temperatureF,72.302002,sanaz,"April 29, 2021 at 05:46AM"
temperatureF,68.678596,sanaz,"April 29, 2021 at 05:47AM"
temperatureF,69.926003,sanaz,"April 29, 2021 at 05:48AM"
temperatureF,73.608803,sanaz,"April 29, 2021 at 06:59AM"
temperatureF,70.935799,sanaz,"April 29, 2021 at 07:00AM"
temperatureF,73.430603,sanaz,"April 29, 2021 at 07:01AM"
temperatureF,74.678001,sanaz,"April 29, 2021 at 07:02AM"
temperatureF,72.242599,sanaz,"April 29, 2021 at 07:03AM"
temperatureF,69.8666,sanaz,"April 29, 2021 at 07:04AM"
temperatureF,70.0448,sanaz,"April 29, 2021 at 07:05AM"
temperatureF,70.995201,sanaz,"April 29, 2021 at 07:06AM"
temperatureF,72.123802,sanaz,"April 29, 2021 at 07:07AM"
temperatureF,70.401199,sanaz,"April 29, 2021 at 07:08AM"
temperatureF,72.955399,sanaz,"April 29, 2021 at 07:09AM"
temperatureF,72.242599,sanaz,"April 29, 2021 at 07:10AM"
temperatureF,70.0448,sanaz,"April 29, 2021 at 07:11AM"
temperatureF,72.361404,sanaz,"April 29, 2021 at 07:12AM"
temperatureF,70.579399,sanaz,"April 29, 2021 at 07:59AM"
temperatureF,73.371201,sanaz,"April 29, 2021 at 08:00AM"
temperatureF,72.895996,sanaz,"April 29, 2021 at 08:01AM"
temperatureF,73.489998,sanaz,"April 29, 2021 at 08:02AM"
temperatureF,73.787003,sanaz,"April 29, 2021 at 08:03AM"
temperatureF,69.747803,sanaz,"April 29, 2021 at 08:04AM"
temperatureF,68.619202,sanaz,"April 29, 2021 at 08:05AM"
temperatureF,73.430603,sanaz,"April 29, 2021 at 08:06AM"
temperatureF,71.411003,sanaz,"April 29, 2021 at 08:07AM"
temperatureF,72.777199,sanaz,"April 29, 2021 at 08:08AM"
temperatureF,71.826805,sanaz,"April 29, 2021 at 08:09AM"
temperatureF,72.658401,sanaz,"April 29, 2021 at 08:10AM"
temperatureF,74.380997,sanaz,"April 29, 2021 at 08:11AM"
temperatureF,69.272598,sanaz,"April 29, 2021 at 08:12AM"
temperatureF,72.361404,sanaz,"April 29, 2021 at 08:13AM"
temperatureF,69.391403,sanaz,"April 29, 2021 at 08:14AM"
temperatureF,70.698196,sanaz,"April 29, 2021 at 08:15AM"
temperatureF,74.796799,sanaz,"April 29, 2021 at 08:16AM"
temperatureF,73.787003,sanaz,"April 29, 2021 at 08:17AM"
temperatureF,73.311798,sanaz,"April 29, 2021 at 08:18AM"
temperatureF,74.559196,sanaz,"April 29, 2021 at 08:19AM"
